f_city_code,f_month_num,f_month_name,f_avg_temp_c,f_avg_rainfall_mm,f_weather_profile_code,f_season_code,f_best_time_to_visit_flag,f_weather_summary
COK,4,April,28.1,177,tropical_monsoon,pre_monsoon,no,humid with thunderstorms building
COK,5,May,27.3,337,tropical_monsoon,pre_monsoon,no,hot and increasingly wet
COK,6,June,25.9,568,tropical_monsoon,monsoon,no,heavy southwest monsoon
COK,7,July,25.5,514,tropical_monsoon,monsoon,no,very wet peak monsoon month
COK,8,August,25.4,379,tropical_monsoon,monsoon,no,warm and persistently rainy
COK,9,September,25.8,264,tropical_monsoon,monsoon,no,humid with ongoing rain
COK,10,October,26.0,303,tropical_monsoon,post_monsoon,no,warm with retreating rain
COK,11,November,26.2,169,tropical_monsoon,dry_season,yes,warm with much better weather
COK,12,December,26.2,56,tropical_monsoon,dry_season,yes,warm and pleasant
LAX,1,January,11.9,84,warm_summer_mediterranean,winter_wet,no,mild and wetter winter weather
LAX,2,February,12.2,89,warm_summer_mediterranean,winter_wet,no,cool with the most rain
LAX,3,March,14.1,54,warm_summer_mediterranean,shoulder,no,milder with easing rain
LAX,4,April,15.8,19,warm_summer_mediterranean,shoulder,yes,pleasant and drier
LAX,5,May,18.2,11,warm_summer_mediterranean,shoulder,yes,warm and mostly dry
LAX,6,June,21.0,3,warm_summer_mediterranean,summer_peak,yes,warm and dry
LAX,7,July,24.1,2,warm_summer_mediterranean,summer_peak,yes,hot sunny peak season
LAX,8,August,24.5,0,warm_summer_mediterranean,summer_peak,yes,hottest and driest month
LAX,9,September,23.2,4,warm_summer_mediterranean,summer_peak,yes,warm and beach-friendly
LAX,10,October,19.5,17,warm_summer_mediterranean,autumn_shoulder,yes,warm with little rain
LAX,11,November,15.2,31,warm_summer_mediterranean,autumn_shoulder,no,mild and calmer
LAX,12,December,11.8,43,warm_summer_mediterranean,winter_wet,no,cooler with winter rain returning
GRZ,1,January,-1.8,33,temperate_oceanic,winter,no,cold winter weather
GRZ,2,February,0.0,38,temperate_oceanic,winter,no,cold and relatively dry
GRZ,3,March,4.4,50,temperate_oceanic,spring,no,chilly early spring
GRZ,4,April,9.7,60,temperate_oceanic,spring,no,cool and greener
GRZ,5,May,14.0,90,temperate_oceanic,spring,yes,mild and lush
GRZ,6,June,17.8,95,temperate_oceanic,summer_peak,yes,warm early summer
GRZ,7,July,19.4,93,temperate_oceanic,summer_peak,yes,warmest month
GRZ,8,August,18.8,90,temperate_oceanic,summer_peak,yes,warm and scenic
GRZ,9,September,14.5,80,temperate_oceanic,autumn_shoulder,yes,mild and comfortable
GRZ,10,October,9.6,58,temperate_oceanic,autumn_shoulder,no,cool autumn weather
GRZ,11,November,3.8,49,temperate_oceanic,winter,no,chilly and grey
GRZ,12,December,-0.6,41,temperate_oceanic,winter,no,cold start to winter
HYD,1,January,22.2,7,hot_semi_arid,pleasant_peak,yes,warm and dry
HYD,2,February,25.0,3,hot_semi_arid,pleasant_peak,yes,warm and driest month
HYD,3,March,28.5,12,hot_semi_arid,hot_season,no,hot and dry
HYD,4,April,31.3,20,hot_semi_arid,hot_season,no,very hot and arid
HYD,5,May,32.0,34,hot_semi_arid,hot_season,no,hottest month before monsoon
HYD,6,June,28.3,109,hot_semi_arid,monsoon,yes,hot with monsoon relief
HYD,7,July,25.8,156,hot_semi_arid,monsoon,yes,warm and wet
HYD,8,August,24.9,162,hot_semi_arid,monsoon,yes,cooler with peak rainfall
HYD,9,September,25.2,149,hot_semi_arid,monsoon,yes,warm with lingering rain
HYD,10,October,24.4,99,hot_semi_arid,post_monsoon,yes,warm and improving
HYD,11,November,22.4,20,hot_semi_arid,pleasant_peak,yes,warm and dry
HYD,12,December,21.8,10,hot_semi_arid,pleasant_peak,yes,comfortable and dry
GVA,1,January,0.9,118,temperate_oceanic,winter,no,cold and damp
GVA,2,February,1.6,106,temperate_oceanic,winter,no,cold late winter weather
GVA,3,March,5.5,112,temperate_oceanic,spring,no,chilly early spring
GVA,4,April,9.7,116,temperate_oceanic,spring,no,mild with spring rain
GVA,5,May,13.4,147,temperate_oceanic,spring,yes,pleasant and green
GVA,6,June,17.5,129,temperate_oceanic,summer_peak,yes,warm early summer
GVA,7,July,19.3,128,temperate_oceanic,summer_peak,yes,warmest month
GVA,8,August,18.9,119,temperate_oceanic,summer_peak,yes,warm and lively
GVA,9,September,15.0,113,temperate_oceanic,autumn_shoulder,yes,mild and comfortable
GVA,10,October,11.0,115,temperate_oceanic,autumn_shoulder,no,cooler with autumn rain
GVA,11,November,5.2,132,temperate_oceanic,winter,no,chilly and damp
GVA,12,December,1.8,133,temperate_oceanic,winter,no,cold winter weather
HAN,1,January,16.2,47,humid_subtropical,winter,no,cool and grey
HAN,2,February,18.3,37,humid_subtropical,winter,no,cool and relatively dry
HAN,3,March,21.1,61,humid_subtropical,spring,no,milder early spring
HAN,4,April,24.9,109,humid_subtropical,pleasant_peak,yes,warm and comfortable
HAN,5,May,28.2,185,humid_subtropical,pleasant_peak,yes,hot with manageable rain
HAN,6,June,28.9,242,humid_subtropical,wet_season,no,hot and very humid
HAN,7,July,28.8,290,humid_subtropical,wet_season,no,hot with heavy summer rain
HAN,8,August,28.3,310,humid_subtropical,wet_season,no,wettest month
HAN,9,September,27.1,242,humid_subtropical,pleasant_peak,yes,warm with easing rain
HAN,10,October,24.5,99,humid_subtropical,pleasant_peak,yes,warm and much drier
HAN,11,November,21.0,43,humid_subtropical,pleasant_peak,yes,mild and pleasant
HAN,12,December,17.5,22,humid_subtropical,winter,no,cool and drier
KCH,1,January,25.2,435,tropical_rainforest,wet_season,no,hot and very wet
KCH,2,February,25.5,322,tropical_rainforest,wet_season,no,warm with frequent rain
KCH,3,March,25.9,281,tropical_rainforest,wet_season,no,humid tropical weather
KCH,4,April,26.3,278,tropical_rainforest,wet_season,no,warm and rainy
KCH,5,May,26.6,250,tropical_rainforest,humid_season,no,hot with regular showers
KCH,6,June,26.5,193,tropical_rainforest,humid_season,no,warm and somewhat drier
KCH,7,July,26.2,184,tropical_rainforest,pleasant_peak,yes,warm with the least rain
KCH,8,August,26.1,205,tropical_rainforest,pleasant_peak,yes,warm tropical weather
KCH,9,September,26.1,241,tropical_rainforest,humid_season,no,humid with increasing rain
KCH,10,October,26.0,320,tropical_rainforest,wet_season,no,very wet shoulder month
KCH,11,November,25.7,399,tropical_rainforest,wet_season,no,humid and very rainy
KCH,12,December,25.3,436,tropical_rainforest,wet_season,no,wettest period of the year
FRA,1,January,1.9,62,temperate_oceanic,winter,no,cold and damp
FRA,2,February,2.5,53,temperate_oceanic,winter,no,cool late winter weather
FRA,3,March,5.9,58,temperate_oceanic,spring,no,milder early spring
FRA,4,April,10.3,50,temperate_oceanic,spring,no,pleasant spring weather
FRA,5,May,14.6,67,temperate_oceanic,spring,yes,warm and greener
FRA,6,June,18.1,60,temperate_oceanic,summer_peak,yes,warm early summer
FRA,7,July,20.0,65,temperate_oceanic,summer_peak,yes,warmest month
FRA,8,August,19.6,58,temperate_oceanic,summer_peak,yes,warm and comfortable
FRA,9,September,15.7,57,temperate_oceanic,autumn_shoulder,yes,mild and pleasant
FRA,10,October,10.7,58,temperate_oceanic,autumn_shoulder,no,cool autumn weather
FRA,11,November,5.6,66,temperate_oceanic,winter,no,chilly and greyer
FRA,12,December,2.7,73,temperate_oceanic,winter,no,cold winter weather
FUK,1,January,5.3,70,humid_subtropical,winter,no,cool and relatively dry
FUK,2,February,6.2,80,humid_subtropical,winter,no,cool late winter weather
FUK,3,March,9.1,117,humid_subtropical,spring,no,milder early spring
FUK,4,April,13.7,135,humid_subtropical,spring,yes,pleasant spring weather
FUK,5,May,18.4,148,humid_subtropical,spring,yes,warm and green
FUK,6,June,22.1,314,humid_subtropical,rainy_season,no,warm with heavy early-summer rain
FUK,7,July,25.8,274,humid_subtropical,rainy_season,no,hot and humid
FUK,8,August,26.9,177,humid_subtropical,summer_peak,yes,hottest month
FUK,9,September,23.4,187,humid_subtropical,typhoon_risk,no,warm with elevated storm risk
FUK,10,October,18.1,86,humid_subtropical,autumn_shoulder,yes,mild and drier
FUK,11,November,12.7,84,humid_subtropical,autumn_shoulder,no,cool and more settled
FUK,12,December,7.4,86,humid_subtropical,winter,no,cool winter weather
DVO,1,January,25.4,129,tropical_rainforest,pleasant_peak,yes,warm with manageable showers
DVO,2,February,25.5,91,tropical_rainforest,pleasant_peak,yes,warm and relatively dry
DVO,3,March,26.0,84,tropical_rainforest,pleasant_peak,yes,warmest drier month
DVO,4,April,26.7,85,tropical_rainforest,pleasant_peak,yes,warm and beach-friendly
DVO,5,May,26.7,174,tropical_rainforest,humid_season,no,humid with more rain
DVO,6,June,26.4,200,tropical_rainforest,humid_season,no,warm and wetter
DVO,7,July,26.2,193,tropical_rainforest,humid_season,no,warm with frequent showers
DVO,8,August,26.3,205,tropical_rainforest,humid_season,no,wettest period
DVO,9,September,26.5,194,tropical_rainforest,humid_season,no,warm and humid
DVO,10,October,26.4,194,tropical_rainforest,humid_season,no,warm with regular rain
DVO,11,November,26.2,128,tropical_rainforest,shoulder,no,warm with improving weather
DVO,12,December,26.0,110,tropical_rainforest,pleasant_peak,yes,warm and relatively dry
DXB,1,January,19.5,17,desert_hot,pleasant_peak,yes,warm and dry
DXB,2,February,20.9,35,desert_hot,pleasant_peak,yes,mild and comfortable
DXB,3,March,23.9,28,desert_hot,shoulder,yes,warm with low humidity
DXB,4,April,28.0,7,desert_hot,shoulder,no,hot and dry
DXB,5,May,32.4,1,desert_hot,hot_season,no,very hot and arid
DXB,6,June,34.9,0,desert_hot,hot_season,no,extreme dry heat
DXB,7,July,36.1,1,desert_hot,hot_season,no,hottest month with oppressive heat
DXB,8,August,35.9,0,desert_hot,hot_season,no,intense heat and humidity
DXB,9,September,33.5,0,desert_hot,hot_season,no,still very hot and dry
DXB,10,October,29.5,1,desert_hot,shoulder,no,hot but easing
DXB,11,November,25.3,3,desert_hot,pleasant_peak,yes,warm and comfortable
DXB,12,December,21.4,11,desert_hot,pleasant_peak,yes,mild winter weather
KTM,1,January,10.0,14,subtropical_highland,winter,no,cool and dry
KTM,2,February,12.4,18,subtropical_highland,winter,no,mild and relatively dry
KTM,3,March,16.3,34,subtropical_highland,spring,yes,pleasant spring weather
KTM,4,April,19.6,61,subtropical_highland,spring,yes,warm and comfortable
KTM,5,May,21.4,130,subtropical_highland,pre_monsoon,no,warm with storms building
KTM,6,June,22.4,236,subtropical_highland,monsoon,no,warm and rainy
KTM,7,July,22.2,376,subtropical_highland,monsoon,no,wettest month
KTM,8,August,22.1,328,subtropical_highland,monsoon,no,warm and very wet
KTM,9,September,21.3,188,subtropical_highland,monsoon,no,mild with lingering rain
KTM,10,October,18.0,51,subtropical_highland,autumn_peak,yes,clear and comfortable
KTM,11,November,13.8,7,subtropical_highland,autumn_peak,yes,cool and very clear
KTM,12,December,10.5,8,subtropical_highland,winter,no,cool dry winter weather
LGK,1,January,28.0,43,tropical_monsoon,pleasant_peak,yes,warm and sunny
LGK,2,February,28.4,38,tropical_monsoon,pleasant_peak,yes,warm and driest stretch
LGK,3,March,28.8,72,tropical_monsoon,pleasant_peak,yes,hot with manageable rain
LGK,4,April,29.2,149,tropical_monsoon,shoulder,no,hot and more humid
LGK,5,May,29.1,188,tropical_monsoon,humid_season,no,hot with frequent showers
LGK,6,June,28.7,140,tropical_monsoon,humid_season,no,warm tropical weather
LGK,7,July,28.4,164,tropical_monsoon,humid_season,no,warm with regular rain
LGK,8,August,28.3,183,tropical_monsoon,humid_season,no,humid and wetter
LGK,9,September,28.0,245,tropical_monsoon,wet_season,no,warm with heavy rain
LGK,10,October,28.1,312,tropical_monsoon,wet_season,no,wettest period
LGK,11,November,27.8,236,tropical_monsoon,wet_season,no,humid and rainy
LGK,12,December,27.7,102,tropical_monsoon,shoulder,no,warm with improving weather
IST,1,January,6.7,100,mediterranean,winter_wet,no,cold and damp
IST,2,February,6.9,70,mediterranean,winter_wet,no,cool with less rain
IST,3,March,8.7,64,mediterranean,spring,no,chilly early spring
IST,4,April,12.7,47,mediterranean,spring,yes,mild and pleasant
IST,5,May,17.0,35,mediterranean,spring,yes,warm and comfortable
IST,6,June,21.5,28,mediterranean,summer_peak,yes,warm and drier
IST,7,July,23.8,23,mediterranean,summer_peak,yes,warmest and sunnier month
IST,8,August,24.1,31,mediterranean,summer_peak,yes,warm and lively
IST,9,September,20.5,48,mediterranean,autumn_shoulder,yes,mild and comfortable
IST,10,October,15.8,87,mediterranean,autumn_shoulder,no,cooler with autumn rain
IST,11,November,11.7,102,mediterranean,winter_wet,no,chilly and wet
IST,12,December,8.5,122,mediterranean,winter_wet,no,cold wet winter weather
DEL,1,January,14.3,19,humid_subtropical,winter_peak,yes,cool and dry
DEL,2,February,17.2,18,humid_subtropical,winter_peak,yes,mild and pleasant
DEL,3,March,23.0,16,humid_subtropical,shoulder,yes,warm and dry
DEL,4,April,29.2,7,humid_subtropical,hot_season,no,very hot and arid
DEL,5,May,33.3,20,humid_subtropical,hot_season,no,extreme pre-monsoon heat
DEL,6,June,33.4,82,humid_subtropical,monsoon,no,hot with monsoon onset
DEL,7,July,30.5,210,humid_subtropical,monsoon,no,hot and very humid
DEL,8,August,29.4,233,humid_subtropical,monsoon,no,warm and rainy
DEL,9,September,28.7,125,humid_subtropical,monsoon,no,warm with easing rain
DEL,10,October,25.8,18,humid_subtropical,autumn_peak,yes,warm and clearer
DEL,11,November,20.2,4,humid_subtropical,autumn_peak,yes,pleasant and dry
DEL,12,December,15.1,8,humid_subtropical,winter_peak,yes,cool and comfortable
BLR,1,January,20.9,3,tropical_savanna,pleasant_peak,yes,mild and dry
BLR,2,February,23.3,9,tropical_savanna,pleasant_peak,yes,warm and dry
BLR,3,March,25.8,18,tropical_savanna,hot_season,no,warmest month
BLR,4,April,27.1,48,tropical_savanna,hot_season,no,warm with some storms
BLR,5,May,26.6,102,tropical_savanna,pre_monsoon,no,warm and wetter
BLR,6,June,23.9,106,tropical_savanna,monsoon,yes,cooler with regular rain
BLR,7,July,22.8,113,tropical_savanna,monsoon,yes,mild and cloudy
BLR,8,August,22.7,137,tropical_savanna,monsoon,yes,cool and wet
BLR,9,September,22.9,193,tropical_savanna,monsoon,no,wettest month
BLR,10,October,22.3,168,tropical_savanna,post_monsoon,no,mild with frequent rain
BLR,11,November,21.1,64,tropical_savanna,pleasant_peak,yes,mild and comfortable
BLR,12,December,20.0,18,tropical_savanna,pleasant_peak,yes,cool and dry
BCN,1,January,9.5,41,mediterranean,winter,no,cool and relatively dry
BCN,2,February,10.4,36,mediterranean,winter,no,cool late winter weather
BCN,3,March,12.7,34,mediterranean,spring,no,mild and improving
BCN,4,April,15.0,49,mediterranean,spring,yes,pleasant spring weather
BCN,5,May,18.7,56,mediterranean,spring,yes,warm and comfortable
BCN,6,June,22.4,36,mediterranean,summer_peak,yes,warm and sunny
BCN,7,July,25.3,24,mediterranean,summer_peak,yes,hot and dry
BCN,8,August,25.8,47,mediterranean,summer_peak,yes,hottest month with beach weather
BCN,9,September,22.8,81,mediterranean,autumn_shoulder,yes,warm with some rain
BCN,10,October,18.3,97,mediterranean,autumn_shoulder,no,mild with wetter spells
BCN,11,November,13.6,58,mediterranean,winter,no,cooler and calmer
BCN,12,December,10.4,51,mediterranean,winter,no,cool winter weather
PKU,1,January,26.7,166,tropical_rainforest,humid_season,no,hot and humid
PKU,2,February,27.0,138,tropical_rainforest,humid_season,no,warm with regular rain
PKU,3,March,27.3,188,tropical_rainforest,wet_season,no,humid tropical weather
PKU,4,April,27.5,221,tropical_rainforest,wet_season,no,warm and rainy
PKU,5,May,27.4,178,tropical_rainforest,humid_season,no,hot with frequent showers
PKU,6,June,27.0,133,tropical_rainforest,pleasant_peak,yes,warm with relatively less rain
PKU,7,July,26.6,121,tropical_rainforest,pleasant_peak,yes,warm and somewhat drier
PKU,8,August,26.7,124,tropical_rainforest,pleasant_peak,yes,warm tropical weather
PKU,9,September,27.0,164,tropical_rainforest,humid_season,no,humid with more showers
PKU,10,October,27.0,245,tropical_rainforest,wet_season,no,very wet shoulder month
PKU,11,November,26.7,285,tropical_rainforest,wet_season,no,humid and rainy
PKU,12,December,26.5,226,tropical_rainforest,wet_season,no,warm and wet
CMB,1,January,27.0,58,tropical_monsoon,pleasant_peak,yes,warm and sunny
CMB,2,February,27.8,72,tropical_monsoon,pleasant_peak,yes,warm with low rainfall
CMB,3,March,28.6,128,tropical_monsoon,shoulder,no,hot and more humid
CMB,4,April,29.2,245,tropical_monsoon,wet_season,no,humid with frequent storms
CMB,5,May,28.8,378,tropical_monsoon,wet_season,no,very wet southwest monsoon onset
CMB,6,June,28.0,186,tropical_monsoon,wet_season,no,warm and humid
CMB,7,July,27.8,128,tropical_monsoon,shoulder,no,warm with less rain
CMB,8,August,27.8,121,tropical_monsoon,pleasant_peak,yes,warm and relatively drier
CMB,9,September,27.7,245,tropical_monsoon,wet_season,no,humid with rain increasing
CMB,10,October,27.4,365,tropical_monsoon,wet_season,no,very wet inter-monsoon period
CMB,11,November,26.9,307,tropical_monsoon,wet_season,no,warm and rainy
CMB,12,December,26.6,174,tropical_monsoon,shoulder,no,warm with improving weather
CAN,1,January,13.8,31,humid_subtropical,winter,no,mild and relatively dry
CAN,2,February,15.2,57,humid_subtropical,winter,no,mild and damp
CAN,3,March,18.5,84,humid_subtropical,spring,no,warm with spring rain
CAN,4,April,22.4,173,humid_subtropical,spring,yes,warm and green
CAN,5,May,26.0,259,humid_subtropical,wet_season,no,hot and humid with heavy rain
CAN,6,June,28.3,289,humid_subtropical,wet_season,no,very warm and rainy
CAN,7,July,29.3,229,humid_subtropical,wet_season,no,hottest stretch with high humidity
CAN,8,August,28.9,262,humid_subtropical,wet_season,no,hot and storm-prone
CAN,9,September,27.5,176,humid_subtropical,autumn_shoulder,yes,warm with easing rain
CAN,10,October,24.2,71,humid_subtropical,autumn_shoulder,yes,warm and much drier
CAN,11,November,19.7,38,humid_subtropical,pleasant_peak,yes,mild and comfortable
CAN,12,December,15.4,28,humid_subtropical,winter,no,cool and dry
CCU,1,January,19.9,11,tropical_savanna,dry_season,yes,mild and dry
CCU,2,February,23.8,25,tropical_savanna,dry_season,yes,warm and pleasant
CCU,3,March,28.9,35,tropical_savanna,hot_season,no,hot and dry
CCU,4,April,30.4,59,tropical_savanna,hot_season,no,very hot with some storms
CCU,5,May,30.2,126,tropical_savanna,pre_monsoon,no,hot and humid
CCU,6,June,29.4,259,tropical_savanna,monsoon,no,warm and very wet
CCU,7,July,28.7,327,tropical_savanna,monsoon,no,wettest period
CCU,8,August,28.6,306,tropical_savanna,monsoon,no,humid and rainy
CCU,9,September,28.7,283,tropical_savanna,monsoon,no,warm with heavy rain
CCU,10,October,28.0,155,tropical_savanna,post_monsoon,no,warm with easing rain
CCU,11,November,24.8,32,tropical_savanna,dry_season,yes,warm and much drier
CCU,12,December,20.9,10,tropical_savanna,dry_season,yes,pleasant and dry
BRU,1,January,3.7,76,temperate_oceanic,winter,no,cold and damp
BRU,2,February,4.3,64,temperate_oceanic,winter,no,cool late winter weather
BRU,3,March,7.2,70,temperate_oceanic,spring,no,chilly early spring
BRU,4,April,10.4,54,temperate_oceanic,spring,yes,mild spring weather
BRU,5,May,14.1,70,temperate_oceanic,spring,yes,pleasant and greener
BRU,6,June,17.1,72,temperate_oceanic,summer_peak,yes,mild early summer
BRU,7,July,19.2,75,temperate_oceanic,summer_peak,yes,warmest month
BRU,8,August,18.9,78,temperate_oceanic,summer_peak,yes,warm and lively
BRU,9,September,15.7,70,temperate_oceanic,autumn_shoulder,yes,mild and comfortable
BRU,10,October,11.6,76,temperate_oceanic,autumn_shoulder,no,cooler with rain
BRU,11,November,7.0,82,temperate_oceanic,winter,no,chilly and grey
BRU,12,December,4.5,84,temperate_oceanic,winter,no,cold winter weather
CKG,1,January,8.1,20,humid_subtropical,winter,no,cool and damp
CKG,2,February,10.2,25,humid_subtropical,winter,no,cool late winter weather
CKG,3,March,14.5,82,humid_subtropical,spring,no,milder and wetter
CKG,4,April,19.4,105,humid_subtropical,spring,yes,warm spring weather
CKG,5,May,23.1,151,humid_subtropical,spring,yes,warm and greener
CKG,6,June,25.7,171,humid_subtropical,wet_season,no,hot and humid
CKG,7,July,29.0,175,humid_subtropical,wet_season,no,hottest stretch with frequent rain
CKG,8,August,29.0,134,humid_subtropical,wet_season,no,hot and muggy
CKG,9,September,24.5,114,humid_subtropical,autumn_shoulder,yes,warm with easing rain
CKG,10,October,19.3,92,humid_subtropical,autumn_shoulder,yes,mild and comfortable
CKG,11,November,14.1,46,humid_subtropical,pleasant_peak,yes,cool and clearer
CKG,12,December,9.5,18,humid_subtropical,winter,no,cool winter weather
CEB,1,January,27.0,110,tropical_monsoon,pleasant_peak,yes,warm with manageable showers
CEB,2,February,27.2,74,tropical_monsoon,pleasant_peak,yes,warm and relatively dry
CEB,3,March,28.0,64,tropical_monsoon,pleasant_peak,yes,warmest drier stretch
CEB,4,April,28.7,53,tropical_monsoon,pleasant_peak,yes,hot and beach-friendly
CEB,5,May,29.0,110,tropical_monsoon,shoulder,no,hot with rising humidity
CEB,6,June,28.5,173,tropical_monsoon,wet_season,no,warm and wetter
CEB,7,July,28.2,177,tropical_monsoon,wet_season,no,humid with regular rain
CEB,8,August,28.1,160,tropical_monsoon,wet_season,no,warm tropical showers
CEB,9,September,28.0,180,tropical_monsoon,wet_season,no,warm and rainy
CEB,10,October,27.8,202,tropical_monsoon,wet_season,no,wettest stretch begins
CEB,11,November,27.5,204,tropical_monsoon,wet_season,no,humid and rainy
CEB,12,December,27.1,161,tropical_monsoon,shoulder,no,warm with improving weather
AMD,1,January,20.0,1,hot_semi_arid,pleasant_peak,yes,mild and dry
AMD,2,February,23.2,1,hot_semi_arid,pleasant_peak,yes,warm and dry
AMD,3,March,28.5,2,hot_semi_arid,hot_season,no,hot and arid
AMD,4,April,32.7,1,hot_semi_arid,hot_season,no,very hot and dry
AMD,5,May,35.1,8,hot_semi_arid,hot_season,no,extreme pre-monsoon heat
AMD,6,June,33.0,95,hot_semi_arid,monsoon,no,very hot with monsoon onset
AMD,7,July,29.5,281,hot_semi_arid,monsoon,no,warm and very wet
AMD,8,August,28.5,223,hot_semi_arid,monsoon,no,warm and rainy
AMD,9,September,29.0,116,hot_semi_arid,post_monsoon,yes,warm with easing rain
AMD,10,October,29.1,25,hot_semi_arid,pleasant_peak,yes,warm and clearer
AMD,11,November,25.1,5,hot_semi_arid,pleasant_peak,yes,warm and dry
AMD,12,December,21.0,1,hot_semi_arid,pleasant_peak,yes,mild winter weather
ATH,1,January,10.0,55,mediterranean,winter,no,cool and wetter
ATH,2,February,10.7,48,mediterranean,winter,no,cool late winter weather
ATH,3,March,12.7,41,mediterranean,spring,no,mild and improving
ATH,4,April,16.5,28,mediterranean,spring,yes,pleasant spring weather
ATH,5,May,21.6,23,mediterranean,spring,yes,warm and comfortable
ATH,6,June,26.2,14,mediterranean,summer_peak,yes,hot and dry
ATH,7,July,28.9,6,mediterranean,summer_peak,yes,hottest and driest month
ATH,8,August,28.6,6,mediterranean,summer_peak,yes,hot and sunny
ATH,9,September,24.3,12,mediterranean,autumn_shoulder,yes,warm and very dry
ATH,10,October,19.4,46,mediterranean,autumn_shoulder,yes,mild with some rain
ATH,11,November,15.0,58,mediterranean,winter,no,cooler and wetter
ATH,12,December,11.6,70,mediterranean,winter,no,cool winter weather
ADL,1,January,22.1,19,mediterranean,summer_peak,yes,warm and dry
ADL,2,February,21.8,18,mediterranean,summer_peak,yes,warm late summer weather
ADL,3,March,19.6,20,mediterranean,autumn_shoulder,yes,warm and comfortable
ADL,4,April,16.2,37,mediterranean,autumn_shoulder,yes,mild with some rain
ADL,5,May,13.0,59,mediterranean,autumn_shoulder,no,cooler with wetter spells
ADL,6,June,10.7,77,mediterranean,winter,no,cool and wet
ADL,7,July,10.1,65,mediterranean,winter,no,coolest month
ADL,8,August,11.3,63,mediterranean,winter,no,cool and relatively damp
ADL,9,September,13.5,59,mediterranean,spring,yes,mild spring weather
ADL,10,October,16.0,48,mediterranean,spring,yes,pleasant and sunnier
ADL,11,November,18.6,32,mediterranean,spring,yes,warm and drier
ADL,12,December,20.5,24,mediterranean,summer_peak,yes,warm start to summer
AKL,1,January,19.7,72,marine_west_coast,summer_peak,yes,warm and pleasant
AKL,2,February,20.1,86,marine_west_coast,summer_peak,yes,warmest month
AKL,3,March,18.4,104,marine_west_coast,autumn_shoulder,yes,warm with more rain
AKL,4,April,16.0,114,marine_west_coast,autumn_shoulder,yes,mild autumn weather
AKL,5,May,13.2,125,marine_west_coast,autumn_shoulder,no,cooler and damp
AKL,6,June,11.0,133,marine_west_coast,winter,no,cool and wet
AKL,7,July,10.3,146,marine_west_coast,winter,no,coolest and wettest stretch
AKL,8,August,11.1,121,marine_west_coast,winter,no,cool late winter weather
AKL,9,September,12.5,104,marine_west_coast,spring,yes,mild and improving
AKL,10,October,14.1,90,marine_west_coast,spring,yes,pleasant spring weather
AKL,11,November,16.0,88,marine_west_coast,spring,yes,mild and comfortable
AKL,12,December,18.1,86,marine_west_coast,summer_peak,yes,warm early summer
CHC,1,January,17.0,46,oceanic,warm_season,yes,warm and relatively dry
CHC,2,February,17.0,38,oceanic,warm_season,yes,warmest and driest stretch
CHC,3,March,15.1,48,oceanic,autumn_shoulder,yes,mild and pleasant
CHC,4,April,11.8,57,oceanic,autumn_shoulder,yes,cool autumn weather
CHC,5,May,8.5,62,oceanic,autumn_shoulder,no,cooler and wetter
CHC,6,June,6.3,66,oceanic,winter,no,cold winter weather
CHC,7,July,5.8,63,oceanic,winter,no,coldest month
CHC,8,August,7.2,55,oceanic,winter,no,cold but improving
CHC,9,September,9.4,49,oceanic,spring,no,cool early spring
CHC,10,October,11.4,51,oceanic,spring,yes,mild and drier
CHC,11,November,13.5,45,oceanic,spring,yes,pleasant spring weather
CHC,12,December,15.6,47,oceanic,warm_season,yes,warm start to summer
RGN,1,January,25.2,5,tropical_savanna,dry_season,yes,warm and dry
RGN,2,February,27.5,2,tropical_savanna,dry_season,yes,hot and driest month
RGN,3,March,29.7,7,tropical_savanna,hot_season,no,very hot and dry
RGN,4,April,31.0,27,tropical_savanna,hot_season,no,hottest month
RGN,5,May,29.7,303,tropical_savanna,wet_season,no,humid with monsoon onset
RGN,6,June,27.5,547,tropical_savanna,wet_season,no,very wet southwest monsoon
RGN,7,July,26.8,559,tropical_savanna,wet_season,no,wettest period
RGN,8,August,26.8,602,tropical_savanna,wet_season,no,extremely wet and humid
RGN,9,September,27.1,368,tropical_savanna,wet_season,no,warm and rainy
RGN,10,October,27.7,206,tropical_savanna,wet_season,no,humid with rain easing
RGN,11,November,27.1,60,tropical_savanna,dry_season,yes,warm and much drier
RGN,12,December,25.2,9,tropical_savanna,dry_season,yes,pleasant and dry
CPH,1,January,1.5,43,temperate_oceanic,winter,no,cold and relatively dry
CPH,2,February,1.4,31,temperate_oceanic,winter,no,cold late winter weather
CPH,3,March,3.7,36,temperate_oceanic,spring,no,chilly early spring
CPH,4,April,8.0,35,temperate_oceanic,spring,yes,cool but improving
CPH,5,May,13.1,41,temperate_oceanic,spring,yes,mild and pleasant
CPH,6,June,16.7,52,temperate_oceanic,summer_peak,yes,mild early summer
CPH,7,July,18.8,66,temperate_oceanic,summer_peak,yes,warmest month
CPH,8,August,18.5,63,temperate_oceanic,summer_peak,yes,mild and lively
CPH,9,September,14.8,58,temperate_oceanic,autumn_shoulder,yes,cool and comfortable
CPH,10,October,10.4,56,temperate_oceanic,autumn_shoulder,no,cooler with autumn rain
CPH,11,November,6.0,56,temperate_oceanic,winter,no,chilly and grey
CPH,12,December,2.8,49,temperate_oceanic,winter,no,cold winter weather
